business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level,formatted_phone_number,formatted_address
OPERATIONAL,"{'location': {'lat': 52.1029103, 'lng': 4.2693185}, 'viewport': {'northeast': {'lat': 52.1042945302915, 'lng': 4.270717680291502}, 'southwest': {'lat': 52.10159656970851, 'lng': 4.268019719708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Firma Onnes en Regeer,,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110546855069799661621"">Gerd De Lathauwer</a>'], 'photo_reference': 'AeJbb3f85uPx_22mXizNEoptUac8ymxhr4tWem6vm6-KcGHQPQKX9kiDsDWHBbIxMtxPVMhQ1Q7vKFMyjfrE1kkljpx_Z-VJ2h7yGhA-4SbxLinkCXzNnI7H4jyKUC0H2TxYRX27vQY4dVtbYRkT_MGXfSS7gzkyrBR6Rb6hRylW5-7O8CWl', 'width': 3840}]",ChIJccdsg5ewxUcRZwIztt7m0PY,"{'compound_code': '4739+5P The Hague, Netherlands', 'global_code': '9F464739+5P'}",5,ChIJccdsg5ewxUcRZwIztt7m0PY,GOOGLE,"['point_of_interest', 'car_repair', 'establishment']",2,"Korbootstraat 5, Den Haag",,,070 355 4694,"Korbootstraat 5, 2583 CT Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.1038797, 'lng': 4.2708506}, 'viewport': {'northeast': {'lat': 52.1052356302915, 'lng': 4.272241830291502}, 'southwest': {'lat': 52.1025376697085, 'lng': 4.269543869708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Montagebedrijf Deur,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117274675442945716865"">Montagebedrijf Deur</a>'], 'photo_reference': 'AeJbb3dhDW4xlJ_xFDQ-rNkhqEx0BJsktZqnj9hAxpr_mFaQGJnmi83Zk3KPSuj6sygy6N-Tvw-7PImYUdFDukolGCpWH8uIgciN4aseuZDMgCYapXsJjeLPqFrR7kPKXs7F6esjUtdPJok0ymGSL36Y8vtYGo7j_Ge_dQEYJV7NyvDAYe-t', 'width': 1080}]",ChIJP-fkA5iwxUcRcdaJHkIeT1s,"{'compound_code': '473C+H8 The Hague, Netherlands', 'global_code': '9F46473C+H8'}",5,ChIJP-fkA5iwxUcRcdaJHkIeT1s,GOOGLE,"['point_of_interest', 'car_repair', 'establishment']",2,"Kompasstraat 59, Den Haag",,,06 10587261,"Kompasstraat 59, 2583 XW Den Haag, Netherlands"
CLOSED_TEMPORARILY,"{'location': {'lat': 52.1053343, 'lng': 4.2705058}, 'viewport': {'northeast': {'lat': 52.10668783029149, 'lng': 4.271927980291502}, 'southwest': {'lat': 52.10398986970849, 'lng': 4.269230019708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Intint - Autoruiten tinten/blinderen op locatie - Raamfolie gebouwen,,"[{'height': 1488, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105408375142371689504"">Hannes</a>'], 'photo_reference': 'AeJbb3frtub0aWTsPxXmT3rEaUjjcnlw8ZutBV66AYU0eCHoNvf5RvxJ9aEIVMNVZVh0AoWu9QaG_XLql6280PzKOG5cxi7443rpA7SlQSLgJLSY9sJAgLD5lMtvpsAbSMIw9MjjNEZWQQTy37E2Gw8X0mzPihDH8ZNZcGpzzlQjAGIZ_e8p', 'width': 2897}]",ChIJrTU7uJ0nxkcRWsqKdJL2LqQ,"{'compound_code': '474C+46 The Hague, Netherlands', 'global_code': '9F46474C+46'}",5,ChIJrTU7uJ0nxkcRWsqKdJL2LqQ,GOOGLE,"['point_of_interest', 'car_repair', 'establishment']",23,"Kompasstraat 27 G, Den Haag",TRUE,,085 130 6312,"Kompasstraat 27 G, 2583 XV Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.1022128, 'lng': 4.2697008}, 'viewport': {'northeast': {'lat': 52.10354178029149, 'lng': 4.271021880291502}, 'southwest': {'lat': 52.10084381970849, 'lng': 4.268323919708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Garagebedrijf L. Haasnoot,,,ChIJP-I_mJewxUcRfjFcGc4CY_8,"{'compound_code': '4729+VV The Hague, Netherlands', 'global_code': '9F464729+VV'}",4.9,ChIJP-I_mJewxUcRfjFcGc4CY_8,GOOGLE,"['point_of_interest', 'car_repair', 'establishment']",23,"Treilerweg 54, Den Haag",,,070 350 4038,"Treilerweg 54, 2583 DC Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.1015333, 'lng': 4.270082700000001}, 'viewport': {'northeast': {'lat': 52.1028192802915, 'lng': 4.271460630291503}, 'southwest': {'lat': 52.1001213197085, 'lng': 4.268762669708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Team Koeriers Service (TKS),,,ChIJG7WMuZewxUcR-XlVwMVReEA,"{'compound_code': '472C+J2 The Hague, Netherlands', 'global_code': '9F46472C+J2'}",,ChIJG7WMuZewxUcR-XlVwMVReEA,GOOGLE,"['point_of_interest', 'car_repair', 'establishment']",,"Treilerdwarsweg 10, Den Haag",,,070 350 0025,"Treilerdwarsweg 10, 2583 DA Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.1009494, 'lng': 4.2700923}, 'viewport': {'northeast': {'lat': 52.1023450802915, 'lng': 4.271485680291502}, 'southwest': {'lat': 52.0996471197085, 'lng': 4.268787719708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Autoservice Scheveningen,{'open_now': True},"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112681807017309511038"">Jan van Duijn</a>'], 'photo_reference': 'AeJbb3cWRulCIG2biscGEpy0OSbuaBewH8fIk0o5JX6ldO-rXGg2-vxUumeqJScBjNRYcNhnlEhNlvsn-rUBpC5IgvOFcM842y6L6aqeWs7MePkGt71l9gtX0iBa42VBj490vasy4mkxDSNC7j-wJhH3chK7ZXJ112icD8CfCt-aIjkHiEty', 'width': 4128}]",ChIJ5YNXtJewxUcR1NzEHUnrw_Q,"{'compound_code': '472C+92 The Hague, Netherlands', 'global_code': '9F46472C+92'}",4.5,ChIJ5YNXtJewxUcR1NzEHUnrw_Q,GOOGLE,"['point_of_interest', 'car_repair', 'establishment']",48,"Schokkerweg 7, Den Haag",,,070 306 0566,"Schokkerweg 7, 2583 BH Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.1004666, 'lng': 4.269939}, 'viewport': {'northeast': {'lat': 52.1018114302915, 'lng': 4.271405680291503}, 'southwest': {'lat': 52.0991134697085, 'lng': 4.268707719708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Garagebedrijf H.L. IJzendoorn,{'open_now': True},,ChIJwS3YS5awxUcRPjDoo-7Wf8w,"{'compound_code': '4729+5X The Hague, Netherlands', 'global_code': '9F464729+5X'}",4.6,ChIJwS3YS5awxUcRPjDoo-7Wf8w,GOOGLE,"['store', 'point_of_interest', 'car_repair', 'establishment']",14,"Zeesluisweg 59, Den Haag",,,070 354 9379,"Zeesluisweg 59, 2583 DP Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.1075313, 'lng': 4.275002700000001}, 'viewport': {'northeast': {'lat': 52.10885283029149, 'lng': 4.276390580291502}, 'southwest': {'lat': 52.10615486970849, 'lng': 4.273692619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Schaefer Engineering Solutions,{'open_now': True},"[{'height': 615, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112046513808692561008"">Schaefer Engineering Solutions</a>'], 'photo_reference': 'AeJbb3fsdDeT-h6eh_9xeX-7Wr5HOlR4Q0X9gwDTahkawEUEVXVcOEEtFJdDtiGWXQ4JqgTQqBfz-oAhqJWxgKRLVO7gjOMb3UeoNQ-bbRkS7gN312u7e0kN6XOhsEgmVtmZPn0PU70IEjSkOrP1Ocwshuk43zZbOSDsI5WmTNdE2WdjsvpG', 'width': 1200}]",ChIJBfdqW7qxxUcR3BT8jelCU_k,"{'compound_code': '475G+22 The Hague, Netherlands', 'global_code': '9F46475G+22'}",,ChIJBfdqW7qxxUcR3BT8jelCU_k,GOOGLE,"['point_of_interest', 'car_repair', 'establishment']",,"Wassenaarsestraat 122, Den Haag",,,06 22953923,"Wassenaarsestraat 122, 2586 AR Den Haag, Netherlands"
CLOSED_TEMPORARILY,"{'location': {'lat': 52.1046191, 'lng': 4.2814382}, 'viewport': {'northeast': {'lat': 52.1060253302915, 'lng': 4.282659380291503}, 'southwest': {'lat': 52.1033273697085, 'lng': 4.279961419708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,TMA Parts,,,ChIJk942nbexxUcRX3Te-fqjGn8,"{'compound_code': '473J+RH The Hague, Netherlands', 'global_code': '9F46473J+RH'}",4.7,ChIJk942nbexxUcRX3Te-fqjGn8,GOOGLE,"['point_of_interest', 'car_repair', 'establishment']",22,"Sleepnetstraat 353, Den Haag",TRUE,,06 40202050,"Sleepnetstraat 353, 2584 EX Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.1036538, 'lng': 4.2861946}, 'viewport': {'northeast': {'lat': 52.1050126302915, 'lng': 4.287618180291503}, 'southwest': {'lat': 52.10231466970851, 'lng': 4.284920219708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Dominique Scholtes,,,ChIJfZ2I46-wxUcRHEdnLk39LM0,"{'compound_code': '473P+FF The Hague, Netherlands', 'global_code': '9F46473P+FF'}",,ChIJfZ2I46-wxUcRHEdnLk39LM0,GOOGLE,"['furniture_store', 'car_repair', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",,"Kanaalweg 113, Den Haag",,,06 53271451,"Kanaalweg 113, 2584 CH Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.05394700000001, 'lng': 4.2346328}, 'viewport': {'northeast': {'lat': 52.0553495802915, 'lng': 4.236089730291503}, 'southwest': {'lat': 52.05265161970851, 'lng': 4.233391769708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Autobedrijf Leeuwenburgh & Zn,{'open_now': True},"[{'height': 2464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111078264694581233407"">Go 360</a>'], 'photo_reference': 'AeJbb3fIR-945rat_U1smk5s6MrDsDhe5eVpnUpD00o7uVHTDwU25SccRoO9_DnZsVmz_QQz3ieKZHC06gD4QDN4tv5Nm9Fslrahnm88Oq9tt3OTVtY9I9HQs_B2ITh1BmuRPtR9l89RgKZxu7M26DteRA0HfB8Co1ESlxjVagQa800N3UtR', 'width': 4290}]",ChIJhS02qaGxxUcRIbHQUt1QIhc,"{'compound_code': '363M+HV The Hague, Netherlands', 'global_code': '9F46363M+HV'}",4.8,ChIJhS02qaGxxUcRIbHQUt1QIhc,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",34,"Tramstraat 33-39, Den Haag",,,070 397 9293,"Tramstraat 33-39, 2551 TT Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0470496, 'lng': 4.2435699}, 'viewport': {'northeast': {'lat': 52.0484082802915, 'lng': 4.244773580291502}, 'southwest': {'lat': 52.0457103197085, 'lng': 4.242075619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Autoservice Joost,{'open_now': True},,ChIJg7mkCHSxxUcR2u8TuxYo1_s,"{'compound_code': '26WV+RC The Hague, Netherlands', 'global_code': '9F4626WV+RC'}",4.7,ChIJg7mkCHSxxUcR2u8TuxYo1_s,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",97,"Dekkershoek 73, Den Haag",,,06 14896878,"Dekkershoek 73, 2552 DB Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0467265, 'lng': 4.241783499999999}, 'viewport': {'northeast': {'lat': 52.0480687802915, 'lng': 4.243188780291501}, 'southwest': {'lat': 52.0453708197085, 'lng': 4.240490819708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Acacia Garage,,,ChIJZ680JHSxxUcRWCdCkHbCyUE,"{'compound_code': '26WR+MP The Hague, Netherlands', 'global_code': '9F4626WR+MP'}",4.7,ChIJZ680JHSxxUcRWCdCkHbCyUE,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",26,"Dekkershoek 13, Den Haag",,,070 391 2424,"Dekkershoek 13, 2552 DA Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0469844, 'lng': 4.2433513}, 'viewport': {'northeast': {'lat': 52.0483668302915, 'lng': 4.244642430291504}, 'southwest': {'lat': 52.0456688697085, 'lng': 4.241944469708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TCS Automotive,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114330098120433464898"">Expert Mobility Service</a>'], 'photo_reference': 'AeJbb3cLAgN3M-oQ2p3Oy3qCVeQGa64J9OsUXoVJFdmPKmbLQZw4Fap-qxir47kF1hU2fUJfr7i_9Kbd2C930JsKZ-klGe3oKVPkSJRKzn4jztGPNwDt2sYV9FmEt7PTw4730qXvYiYSVeObJ4BflEibava1ztkDvwZL0w5RSnbJXisiM5lI', 'width': 4032}]",ChIJrbO_FhOxxUcRzBVO_-vV7co,"{'compound_code': '26WV+Q8 The Hague, Netherlands', 'global_code': '9F4626WV+Q8'}",4.6,ChIJrbO_FhOxxUcRzBVO_-vV7co,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",5,"Dekkershoek 59-A, Den Haag",,,06 24937611,"Dekkershoek 59-A, 2552 DB Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0460977, 'lng': 4.2418287}, 'viewport': {'northeast': {'lat': 52.04742033029149, 'lng': 4.243080630291502}, 'southwest': {'lat': 52.0447223697085, 'lng': 4.240382669708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Van Duyvenbode Autoschade,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101598444640375132793"">Edward Salmon</a>'], 'photo_reference': 'AeJbb3dEmTQOwQgfXzmjZhi6hggZgJVA5_VboEQuu3pz0n22OS2X_osbojdcuDalfKCZv3aT3JDeuQestgXpTeCWKd26OkroaLfXht5dYUqucYmQmkP_rDDRAHIXpPSlIjj9YO4mCKt92mEzfKoJoBr1EHSqnq0-ftWB_dwtH02Xf-pPqnv0', 'width': 4032}]",ChIJH8bpDXSxxUcRYJQeRHoiLzI,"{'compound_code': '26WR+CP The Hague, Netherlands', 'global_code': '9F4626WR+CP'}",4.9,ChIJH8bpDXSxxUcRYJQeRHoiLzI,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",31,"Dekkershoek 56, Den Haag",,,06 16670463,"Dekkershoek 56, 2552 DE Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0462776, 'lng': 4.2436901}, 'viewport': {'northeast': {'lat': 52.04753463029149, 'lng': 4.245079280291502}, 'southwest': {'lat': 52.04483666970849, 'lng': 4.242381319708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fons Autoschade,,,ChIJlVH9A3SxxUcRhT-LQ1wCJNU,"{'compound_code': '26WV+GF The Hague, Netherlands', 'global_code': '9F4626WV+GF'}",4.7,ChIJlVH9A3SxxUcRhT-LQ1wCJNU,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",10,"Dekkershoek 93, Den Haag",,,070 391 0615,"Dekkershoek 93, 2552 DC Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.04633949999999, 'lng': 4.2421077}, 'viewport': {'northeast': {'lat': 52.0475399302915, 'lng': 4.243723330291503}, 'southwest': {'lat': 52.0448419697085, 'lng': 4.241025369708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dynamic Art Machine,{'open_now': True},,ChIJc36hhPfGxUcRMyM9Ww0TtYI,"{'compound_code': '26WR+GR The Hague, Netherlands', 'global_code': '9F4626WR+GR'}",,ChIJc36hhPfGxUcRMyM9Ww0TtYI,GOOGLE,"['car_repair', 'point_of_interest', 'store', 'establishment']",,"Dekkershoek 60, Den Haag",,,06 19081020,"Dekkershoek 60, 2552 DE Den Haag, Netherlands"
CLOSED_TEMPORARILY,"{'location': {'lat': 52.0470304, 'lng': 4.2434619}, 'viewport': {'northeast': {'lat': 52.0483943302915, 'lng': 4.244719580291503}, 'southwest': {'lat': 52.0456963697085, 'lng': 4.242021619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Autoschadeherstelservice en spuiterij,,,ChIJj5ExGHSxxUcRayvM9U19Cc0,"{'compound_code': '26WV+R9 The Hague, Netherlands', 'global_code': '9F4626WV+R9'}",,ChIJj5ExGHSxxUcRayvM9U19Cc0,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",,"Dekkershoek 61, Den Haag",TRUE,,none,"Dekkershoek 61, 2552 DB Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0466241, 'lng': 4.2432731}, 'viewport': {'northeast': {'lat': 52.04792458029149, 'lng': 4.244622530291502}, 'southwest': {'lat': 52.04522661970849, 'lng': 4.241924569708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Autoservicehaaglanden BV,{'open_now': True},"[{'height': 722, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107893038137620015982"">Autoservicehaaglanden BV</a>'], 'photo_reference': 'AeJbb3cBARd_L_dXfL18dWmScI0xhkS8HRhOWTdPJwSK2cdVN6dVsUFQs-wkcqpnJn3TQhvjOHjI7yT3IhNlpx9a6ZQqpUe_obhBX0M-RtU-TvbfFgI6wvsFy7gUOkaGtPuCXLPo2Ij6AFopbRju3pDiCpvI4nSj-fidXgVxn82yKyiSspdI', 'width': 960}]",ChIJC86kGnSxxUcRRiH5xA1yjxA,"{'compound_code': '26WV+J8 The Hague, Netherlands', 'global_code': '9F4626WV+J8'}",4.4,ChIJC86kGnSxxUcRRiH5xA1yjxA,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",9,"Dekkershoek 67, Den Haag",,,06 14871378,"Dekkershoek 67, 2552 DB Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.04601410000001, 'lng': 4.243805}, 'viewport': {'northeast': {'lat': 52.04721988029151, 'lng': 4.245259530291503}, 'southwest': {'lat': 52.04452191970852, 'lng': 4.242561569708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Automaterialen Haaglanden (wij werken uitsluitend op afspraak!) Zondag geopend!!!,{'open_now': False},"[{'height': 2333, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117155645999008172112"">Automaterialen Haaglanden (wij werken uitsluitend op afspraak!) Zondag geopend!!!</a>'], 'photo_reference': 'AeJbb3cBgwEVEawId74JHG4lXAILDm27sNidKLEhUTjqm6yBruKcCQftQRBr-9Jvvx7LB7_P7Yqn6WNUm89x7jC9CJUKAs5eLYv_cAkulnVn8XMlz8qt01IZlu-3DjeeitnyPCNk03_gWKweGYDeVqX9Nkd_awlCeK92BFvdk07UyIqOGgSK', 'width': 3500}]",ChIJnRYKaEKxxUcRkIDDrN9ObpI,"{'compound_code': '26WV+CG The Hague, Netherlands', 'global_code': '9F4626WV+CG'}",4.6,ChIJnRYKaEKxxUcRkIDDrN9ObpI,GOOGLE,"['car_repair', 'finance', 'point_of_interest', 'store', 'establishment']",35,"Dekkershoek 109, Den Haag",,,070 326 3575,"Dekkershoek 109, 2552 DD Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0462792, 'lng': 4.247667799999999}, 'viewport': {'northeast': {'lat': 52.0476855302915, 'lng': 4.248847780291503}, 'southwest': {'lat': 52.0449875697085, 'lng': 4.246149819708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Olsthoorn Bedrijfsvoertuigen,,,ChIJz9EqB3KxxUcRgng9p0IHwc0,"{'compound_code': '26WX+G3 The Hague, Netherlands', 'global_code': '9F4626WX+G3'}",3.9,ChIJz9EqB3KxxUcRgng9p0IHwc0,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",14,"Zinkwerf 14, Den Haag",,,070 391 2323,"Zinkwerf 14, 2544 EE Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0497017, 'lng': 4.2519858}, 'viewport': {'northeast': {'lat': 52.05094423029149, 'lng': 4.253394630291503}, 'southwest': {'lat': 52.0482462697085, 'lng': 4.250696669708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,KING PING Bedrijfsimperiaals bv,{'open_now': True},"[{'height': 512, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101702281804368145699"">KING PING Bedrijfsimperiaals bv</a>'], 'photo_reference': 'AeJbb3ezRLcM9cpktHOtE_zmFhWvIBlLMTsLKlRpsTiq1CHJi-0dE6J13olIk5dgKKwo9RAi26HppVzUkkC6mSbCGkPUy3Mm_QnAJhspNDgkOo84ZJA0NuquI1QXAEiQMSVWZcN4HMuLPFH7fmofntR3Lymn_N7dYrBH7Yiw7vaAwLwHx8bR', 'width': 512}]",ChIJvxKlQm2xxUcR7vl32uzn40c,"{'compound_code': '27X2+VQ The Hague, Netherlands', 'global_code': '9F4627X2+VQ'}",5,ChIJvxKlQm2xxUcR7vl32uzn40c,GOOGLE,"['car_repair', 'point_of_interest', 'store', 'establishment']",7,"Mangaanstraat 23, Den Haag",,,070 329 9261,"Mangaanstraat 23, 2544 DV Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.04896420000001, 'lng': 4.251970300000001}, 'viewport': {'northeast': {'lat': 52.0504448802915, 'lng': 4.253531530291502}, 'southwest': {'lat': 52.0477469197085, 'lng': 4.250833569708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Joker Kosmetik Wrap,{'open_now': True},"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113553309444266101345"">Joker Kosmetik Wrap</a>'], 'photo_reference': 'AeJbb3fE7Z1byzbgMTs9KEx4-0SwmY-x4oF4Dffj2Qihfd29lCeBG2DNw0Hg1bCRYvEi7h_3pgwFYf-8KNANsXABRzZASDRLxM1KZijaIA8-IBwRtilqT2zSJqs4lXabUR6tJHvTtMT8DLLrz8hGteXRABwwStkXVKJovu1NeLgysr0t_MFO', 'width': 1440}]",ChIJr5-82ku2xUcR1GMUVnD8qt4,"{'compound_code': '27X2+HQ The Hague, Netherlands', 'global_code': '9F4627X2+HQ'}",4,ChIJr5-82ku2xUcR1GMUVnD8qt4,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",3,"Mangaanstraat 34, Den Haag",,,06 39138407,"Mangaanstraat 34, 2544 DW Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0470248, 'lng': 4.243477599999999}, 'viewport': {'northeast': {'lat': 52.0483956802915, 'lng': 4.244727430291502}, 'southwest': {'lat': 52.0456977197085, 'lng': 4.242029469708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hot Spot in Den Haag - Schadeherstel,{'open_now': True},,ChIJj5ExGHSxxUcRBgL35OHvyGI,"{'compound_code': '26WV+R9 The Hague, Netherlands', 'global_code': '9F4626WV+R9'}",5,ChIJj5ExGHSxxUcRBgL35OHvyGI,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",3,"61, Dekkershoek Den, Den Haag",,,06 57896562,"61, Dekkershoek Den, 2552 DB Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0571484, 'lng': 4.245876699999999}, 'viewport': {'northeast': {'lat': 52.05849183029149, 'lng': 4.247305580291502}, 'southwest': {'lat': 52.05579386970849, 'lng': 4.244607619708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Garage Drive On,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112391525820552505881"">L.P.</a>'], 'photo_reference': 'AeJbb3cM9y2RykNyyirq2DOLuGFzjtpmHw1N7ysc-ts2nK_4Hluxw_DMkn_GaPoXVIWsm7xiKrYlrxDB6d9OkhY8SlRyc1WFFxzQkhApaVVdQwKI87gwXY8m6zMqT-Th2w2xJz9AgNuELCMT9EmblzDmEwyJEDD-CeJxZxJjcBcsLy2dCpmv', 'width': 1816}]",ChIJL9KfrQ6xxUcRlc5X05PCwmI,"{'compound_code': '364W+V9 The Hague, Netherlands', 'global_code': '9F46364W+V9'}",4.9,ChIJL9KfrQ6xxUcRlc5X05PCwmI,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",77,"Buitentuinen 3, Den Haag",,,070 397 5196,"Buitentuinen 3, 2551 VW Den Haag, Netherlands"
